n,steps,r_start,depth_len,selected_depths,selected_count,selected_depths_are_prefix,selected_depths_are_consecutive,frontier_depth,max_selected_depth,missing_selected_depths,min_selected_margin,max_unselected_margin,margin_profile
417,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
419,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
421,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
423,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
425,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
427,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
429,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
431,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
433,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
435,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
437,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
439,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
441,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
443,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
445,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
447,128,2,10,2;3;4;5,4,True,True,6,5,,2,0,2:9;3:4;4:3;5:2;6:0;7:0;8:-1;9:0;10:0;11:0
449,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
451,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:2;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
453,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
455,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
457,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
459,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
461,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
463,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
465,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
467,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
469,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
471,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
473,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
475,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
477,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
479,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
481,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
483,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
485,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
487,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-3;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
489,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
491,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
493,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
495,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-2;4:-2;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
497,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
499,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
501,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
503,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
505,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
507,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
509,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:2;3:2;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
511,128,2,10,2;3;4;5;6;7,6,True,True,8,7,,1,0,2:6;3:4;4:4;5:3;6:2;7:1;8:0;9:-1;10:0;11:0
513,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
515,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
517,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
519,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
521,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
523,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
525,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
527,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
529,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
531,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
533,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
535,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
537,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
539,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
541,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
543,128,2,10,2;3,2,True,True,4,3,,1,0,2:7;3:1;4:-1;5:-2;6:-1;7:0;8:0;9:0;10:0;11:0
545,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
547,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
549,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
551,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
553,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
555,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
557,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
559,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
561,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
563,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
565,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
567,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
569,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
571,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
573,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
575,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:2;3:2;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
577,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
579,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
581,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
583,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
585,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
587,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
589,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
591,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
593,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
595,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
597,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
599,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
601,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:2;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
603,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
605,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
607,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
609,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
611,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
613,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
615,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
617,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
619,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
621,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
623,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-3;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
625,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
627,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
629,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
631,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
633,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
635,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
637,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
639,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:7;3:1;4:1;5:1;6:-1;7:-1;8:0;9:0;10:0;11:0
641,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
643,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
645,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
647,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
649,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-3;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
651,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
653,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
655,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-3;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
657,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
659,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
661,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
663,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
665,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
667,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-4;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
669,128,2,10,2;3,2,True,True,4,3,,1,0,2:2;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
671,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:8;3:3;4:2;5:1;6:1;7:0;8:-1;9:0;10:0;11:0
673,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
675,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
677,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
679,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
681,128,2,10,2;3;4;5;6;7,6,True,True,8,7,,1,0,2:6;3:4;4:4;5:3;6:2;7:1;8:0;9:-1;10:0;11:0
683,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
685,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
687,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
689,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
691,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
693,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
695,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
697,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
699,128,2,10,,0,True,True,2,0,,0,0,2:-7;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
701,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
703,128,2,10,2;3,2,True,True,4,3,,2,0,2:7;3:2;4:0;5:-2;6:-2;7:0;8:0;9:0;10:0;11:0
705,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
707,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
709,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
711,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:2;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
713,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
715,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
717,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
719,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
721,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
723,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
725,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
727,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
729,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
731,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
733,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
735,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
737,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
739,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
741,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
743,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-3;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
745,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
747,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
749,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
751,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-2;4:-4;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
753,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
755,128,2,10,2;3,2,True,True,4,3,,1,0,2:3;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
757,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
759,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
761,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
763,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-4;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
765,128,2,10,2;3,2,True,True,4,3,,1,0,2:1;3:1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
767,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:5;3:3;4:3;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
769,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
771,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
773,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
775,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
777,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
779,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
781,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
783,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
785,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
787,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
789,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
791,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
793,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
795,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:8;3:6;4:4;5:3;6:1;7:-1;8:-1;9:0;10:0;11:0
797,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
799,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
801,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:2;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
803,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
805,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
807,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:4;3:2;4:3;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
809,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
811,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
813,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
815,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
817,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
819,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
821,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
823,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
825,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
827,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
829,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
